,BR,HW,L4,LN,NP,O2,T3
,MC,MC,MC,MC,MC,MC,MC
Date,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3
8/18/2009 0:00,,-6,,7.9,14.5,13.1,8.8
8/18/2009 1:00,,2.3,,7.3,14.2,12.5,8
8/18/2009 2:00,,-0.1,,7.6,12.3,10.2,7.8
8/18/2009 3:00,,2.9,,8.2,8,8.2,7.4
8/18/2009 4:00,,7.1,,8.2,7.2,8.7,9
8/18/2009 5:00,,4.7,,9.5,11.6,9.1,9.7
8/18/2009 6:00,,0.6,,9.7,11.8,8.4,10
8/18/2009 7:00,,10.5,,9.8,14.1,8.8,9.6
8/18/2009 8:00,,14.6,,11.4,20.3,8.7,8.2
8/18/2009 9:00,,12.8,,8.9,15,9.2,9.9
8/18/2009 10:00,,9.8,,7.5,11.9,12.4,7.2
8/18/2009 11:00,,9.7,,11,10.6,8,11.7
8/18/2009 12:00,,1.2,,13.8,11.6,6,12.5
8/18/2009 13:00,,0.3,,7,9.3,10.3,10.7
8/18/2009 14:00,,5.1,,3.9,9.2,6.7,9.3
8/18/2009 15:00,,8.7,,7.9,6.7,9.5,8.4
8/18/2009 16:00,,4.9,,7.5,5.8,6.3,8
8/18/2009 17:00,,4.2,,8.1,10.1,7.4,10
8/18/2009 18:00,,5,,7.7,11.9,10.6,9.7
8/18/2009 19:00,,-1.8,,7.8,5.3,9.1,10.4
8/18/2009 20:00,,3,,6,6.7,10,10.3
8/18/2009 21:00,,1.2,,4.3,8.4,10.1,9.5
8/18/2009 22:00,,8,,7.6,9.2,10.6,8.9
8/18/2009 23:00,,8.1,,5.2,9.1,12.7,8.4
8/19/2009 0:00,,7,,6.4,9.4,8.1,9.5
8/19/2009 1:00,,3.6,,7.8,7.6,10.8,8.9
8/19/2009 2:00,,0,,9.5,5.9,7.9,8
8/19/2009 3:00,,6.1,,8.8,8.3,6.3,9.3
8/19/2009 4:00,,-2.5,,5.8,5.6,8.6,7.1
8/19/2009 5:00,,9.1,,6.7,8.7,9.4,8.1
8/19/2009 6:00,,9.6,,7.9,9.2,9.4,7.4
8/19/2009 7:00,,10.9,,8.5,11.1,11.9,5.8
8/19/2009 8:00,,3.1,,6.7,10,10.3,7.4
8/19/2009 9:00,,7.5,,6.7,6.6,6.5,9.3
8/19/2009 10:00,,12.4,,5.7,8.4,7,11.6
8/19/2009 11:00,,2.7,,12.8,11.3,6.8,13.2
8/19/2009 12:00,,11.8,,8.7,6.8,8.7,
8/19/2009 13:00,,14.7,,7.6,7.8,11.6,
8/19/2009 14:00,,5.2,,6.1,7.8,8.8,10.7
8/19/2009 15:00,,7,,7.3,6.8,8.1,10.8
8/19/2009 16:00,,8.5,,10.9,5.3,11.2,9.3
8/19/2009 17:00,,-2.8,,6.8,5,9.2,10.7
8/19/2009 18:00,,7.4,,6.3,10.1,6.4,10.3
8/19/2009 19:00,,5.1,,5.8,8.6,7.9,11.5
8/19/2009 20:00,,5.7,,8,10.3,10,12.1
8/19/2009 21:00,,6.4,,7.3,8.8,12.4,11.7
8/19/2009 22:00,,7.9,,6.2,9.5,12.8,11.7
8/19/2009 23:00,,7.8,,6.4,10.4,13,11.5
8/20/2009 0:00,,10.5,,8,7.4,9.7,10.9
8/20/2009 1:00,,18.4,,9.3,7.9,11,11.6
8/20/2009 2:00,,16.4,,9.3,9.9,11.9,12
8/20/2009 3:00,,14,,8.6,11.5,10.7,12.4
8/20/2009 4:00,,12.4,,8.3,11,11.4,12
8/20/2009 5:00,,10.8,,9.5,8.8,11.2,14.6
8/20/2009 6:00,,10.3,,10,12.4,12.8,14.6
8/20/2009 7:00,,16.5,,11.8,13.7,,14.4
8/20/2009 8:00,,3.2,,10.2,13.2,,12.9
8/20/2009 9:00,,16.5,,11.6,9.7,,12.6
8/20/2009 10:00,,12,,13.9,9.3,,12.6
8/20/2009 11:00,,9.8,,14.9,11.5,15.1,13.1
8/20/2009 12:00,,12,,17.2,11.3,13.9,14.9
8/20/2009 13:00,,9.4,,12.5,11.7,15.1,15.3
8/20/2009 14:00,,11.1,,10.8,12,15.6,16.1
8/20/2009 15:00,,9.9,,10.6,10,14.5,14.9
8/20/2009 16:00,,13.7,,5.1,11.3,14.2,12.1
8/20/2009 17:00,,13.7,,3.6,9.5,11.6,10.2
8/20/2009 18:00,,8.5,,4.1,9.4,11.3,12.2
8/20/2009 19:00,,15.9,,15.1,10.5,12.5,15.4
8/20/2009 20:00,,9.7,,12.4,10.5,16.2,15.9
8/20/2009 21:00,,12.6,,11.7,9,17.2,16.1
8/20/2009 22:00,,15.4,,11.6,9.1,17.2,15.4
8/20/2009 23:00,,5.1,,7.6,10.2,14,13.2
8/21/2009 0:00,,12.8,,8.2,11.1,12.2,12
8/21/2009 1:00,,15.8,,8.3,12.1,13.5,12.1
8/21/2009 2:00,,6.3,,8.7,10.8,14.7,12.4
8/21/2009 3:00,,8.1,,9,13.2,13.3,12
8/21/2009 4:00,,10,,10.2,10.5,15.1,11.7
8/21/2009 5:00,,8.8,,9.6,11.6,14.6,12.2
8/21/2009 6:00,,10.1,,10.2,11.1,15.4,12.8
8/21/2009 7:00,,12.1,,11.1,9.8,17.4,13.8
8/21/2009 8:00,,16.3,,10.8,10.1,17.1,12.6
8/21/2009 9:00,,17,,11.5,10.4,15.4,13.2
8/21/2009 10:00,,19.1,,11.5,13.3,16,13.9
8/21/2009 11:00,,14.5,,10.4,13.6,13.9,15
8/21/2009 12:00,,10.5,,11.6,13.8,12.3,15.8
8/21/2009 13:00,,4.5,,11.7,14.4,15.2,15
8/21/2009 14:00,,5.7,,7.3,10.9,15.4,14.7
8/21/2009 15:00,,0.3,,4.3,6,15,14.3
8/21/2009 16:00,,5.5,,5.3,3.4,13.6,13.8
8/21/2009 17:00,,8.8,,8.6,3.5,10.6,14.1
8/21/2009 18:00,,17.8,,8.9,2.7,11.4,13.9
8/21/2009 19:00,,13.1,,7.3,9.7,16.6,12.5
8/21/2009 20:00,,10.9,,9.5,8.7,17.1,14.7
8/21/2009 21:00,,11.6,,12.2,10.7,17.3,15.6
8/21/2009 22:00,,9.3,,11.5,11.6,17.3,13.2
8/21/2009 23:00,,11.1,,12.1,9.6,17,11.8
8/22/2009 0:00,,11.1,,12.5,7.8,15,11.4
8/22/2009 1:00,,2.3,,8,9.9,13.7,10.4
8/22/2009 2:00,,10.6,,8.9,12.7,12.4,10.2
8/22/2009 3:00,,15.1,,8.2,12.6,12.7,10.6
8/22/2009 4:00,,8.4,,8.1,11.9,12.9,9.2
8/22/2009 5:00,,7.8,,10.3,12.1,16.4,10.9
8/22/2009 6:00,,7.1,,12.3,13,13.9,11.9
8/22/2009 7:00,,6.6,,13.6,13.4,16.7,12.3
8/22/2009 8:00,,5.8,,16.5,17.5,17.3,12.8
8/22/2009 9:00,,7.4,,14.7,11.2,18.7,12.6
8/22/2009 10:00,,14.8,,13.7,10.2,18.1,11.7
8/22/2009 11:00,,8.4,,10.7,13.1,14.3,13.4
8/22/2009 12:00,,5.9,,6.2,15.4,15.5,14.9
8/22/2009 13:00,,6,,5.2,11.8,16,14.1
8/22/2009 14:00,,5.9,,14.3,12.6,14.1,17.4
8/22/2009 15:00,,5.4,,3.4,8.7,13.5,15.8
8/22/2009 16:00,,6.8,,12.3,10.7,11.7,16.9
8/22/2009 17:00,,14.1,,3.4,10.7,14.8,14.2
8/22/2009 18:00,,6.1,,6.7,11.7,17.2,14.4
8/22/2009 19:00,,4.1,,8.6,11.5,21.4,16.4
8/22/2009 20:00,,16.1,,15.8,11.1,22,16.7
8/22/2009 21:00,,12.5,,13.5,20.3,25,17
8/22/2009 22:00,,17.2,,16,20.2,20,21.9
8/22/2009 23:00,,14,,21.1,23.2,19,33
8/23/2009 0:00,,15.9,,23.7,25.1,19.7,27.8
8/23/2009 1:00,,18.5,,16.4,17.4,18.3,18.9
8/23/2009 2:00,,5.9,,13.3,14.3,21.8,17.3
8/23/2009 3:00,,9.3,,9.1,16.3,22.2,15.4
8/23/2009 4:00,,10.8,,9,14.6,20,12.8
8/23/2009 5:00,,7,,12,12.9,18.3,14
8/23/2009 6:00,,4.5,,12,9.8,14.7,15.3
8/23/2009 7:00,,2.6,,21.9,11.9,15,15
8/23/2009 8:00,,11.7,,19.3,13.2,13.9,11.7
8/23/2009 9:00,,11.7,,25.6,12.1,13.1,9.2
8/23/2009 10:00,,19.7,,32,15.9,11.6,9.8
8/23/2009 11:00,,2.9,,18.4,17.3,11.6,12.2
8/23/2009 12:00,,2.3,,13.3,10.9,9.9,13.4
8/23/2009 13:00,,-1.2,,15,8.2,,11.7
8/23/2009 14:00,,1,,14.2,9.4,,12.3
8/23/2009 15:00,,13.6,,9.4,8.2,9.9,12.2
8/23/2009 16:00,,6.7,,5.8,10.7,,8.6
8/23/2009 17:00,,-2.8,,4.6,12.3,7.6,12.3
8/23/2009 18:00,,2.7,,6.4,9.7,13.8,13.4
8/23/2009 19:00,,6.4,,12.4,10.1,13.1,13.1
8/23/2009 20:00,,,,16.7,9,14.1,10
8/23/2009 21:00,,-2,,25.6,8,1.5,11.9
8/23/2009 22:00,,5.3,,24.1,7,9.8,12.4
8/23/2009 23:00,,7,,28.8,8.4,10.4,12.9
8/24/2009 0:00,,15.2,,26.7,7.2,11.3,13.3
8/24/2009 1:00,,7.2,,22,6.8,12.8,12.4
8/24/2009 2:00,,,,18.8,8.6,13.2,11.7
8/24/2009 3:00,,18.2,,15.3,7.7,13.1,13.4
8/24/2009 4:00,,8.2,,10.4,7.5,10.8,13.8
8/24/2009 5:00,,10.1,,11.9,5.5,12.5,13.1
8/24/2009 6:00,,3.4,,11.9,8.8,15.9,13.7
8/24/2009 7:00,,12.4,,14.1,8.8,15.7,13.2
8/24/2009 8:00,,21.8,,17.1,6.8,12.7,13.5
8/24/2009 9:00,,20,,15.7,6,13.1,13.2
8/24/2009 10:00,,5,,12,8.2,12.9,12.9
8/24/2009 11:00,,7.9,,8.8,4.2,15.5,15.2
8/24/2009 12:00,,14.4,,0,4.4,17,15
8/24/2009 13:00,,18.4,,3.2,4.9,17,12.7
8/24/2009 14:00,,12.6,,13.4,9.1,15.9,11.9
8/24/2009 15:00,,0.5,,0.4,9.1,14.8,11.1
8/24/2009 16:00,,1.1,,,5.1,13.5,10.6
8/24/2009 17:00,,8.8,,,8.1,13.3,10.8
8/24/2009 18:00,,6.5,,4.2,8.5,11.3,11.5
8/24/2009 19:00,,5.2,,3.1,7.8,13.6,12.4
8/24/2009 20:00,,13.5,,,8.2,14.3,11.3
8/24/2009 21:00,,4.1,,,5.3,15.4,11.1
8/24/2009 22:00,,13.9,,-2,5.5,16.7,11.7
8/24/2009 23:00,,13.9,,7.6,6.3,17,10.2
8/25/2009 0:00,,,,-0.1,7.6,15.8,11.1
8/25/2009 1:00,,-1.6,,0.4,6.4,15.9,10.9
8/25/2009 2:00,,8.7,,0.8,6.7,14.9,9.8
8/25/2009 3:00,,13.1,,3.5,7.1,14.3,10.9
8/25/2009 4:00,,6.5,,5.8,8,14,11.9
8/25/2009 5:00,,1.1,,7,7.3,14.5,11.3
8/25/2009 6:00,,3.7,,11.4,6.6,16.7,10.9
8/25/2009 7:00,,-1.7,,7.2,8.8,15,11.9
8/25/2009 8:00,,9.1,,9,11.5,17,12.7
8/25/2009 9:00,,3,,11.7,7.8,15.5,12.8
8/25/2009 10:00,,12.6,,9.5,5.2,14.3,12.2
8/25/2009 11:00,,-0.5,,6.6,9.9,14.8,12.3
8/25/2009 12:00,,8.6,,1.5,9.2,11.9,10.4
8/25/2009 13:00,,5.8,,,8.4,11.1,10.1
8/25/2009 14:00,,12.1,,0,6.4,9.9,10.7
8/25/2009 15:00,,6.3,,3.5,7.3,13.6,11.4
8/25/2009 16:00,,11.8,,2.6,7.2,10.9,10.5
8/25/2009 17:00,,10.5,,-0.8,6.5,8.7,11.5
8/25/2009 18:00,,5.7,,-0.7,6,10.6,11.2
8/25/2009 19:00,,11.3,,5.2,6.5,10.5,12.6
8/25/2009 20:00,,5.1,,7.6,7.3,13.3,13.5
8/25/2009 21:00,,6.1,,6.9,8.2,15,13.3
8/25/2009 22:00,,6,,5.9,8.3,15.1,11.7
8/25/2009 23:00,,7.3,,6.4,7.2,13.3,12
8/26/2009 0:00,,12.9,,6.3,8.9,14.3,12.3
8/26/2009 1:00,,18.7,,6.2,8,13.6,11.5
8/26/2009 2:00,,16.2,,5.5,8.6,12,10.2
8/26/2009 3:00,,6.5,,5.9,9.7,10.7,11.7
8/26/2009 4:00,,4.3,,5.3,8.3,11.5,11.9
8/26/2009 5:00,,7.7,,5.2,10.6,12.5,12.8
8/26/2009 6:00,,7.6,,7.1,13.3,12.4,13.5
8/26/2009 7:00,,14.1,,9.2,12.1,14.1,12.7
8/26/2009 8:00,,8.2,,8,11.5,14.7,12.4
8/26/2009 9:00,,8.9,,7.9,5.3,14.9,12.7
8/26/2009 10:00,,8.6,,6.2,6,16,12.7
8/26/2009 11:00,,12.9,,9.4,8.4,14.4,12.5
8/26/2009 12:00,,11,,7.2,7.2,17.5,11.7
8/26/2009 13:00,,15.2,,5.2,7.9,18.2,11.3
8/26/2009 14:00,,9.6,,1.6,7.5,14.5,10.5
8/26/2009 15:00,,5.8,,7.8,5.5,12.8,9.7
8/26/2009 16:00,,14.2,,8,5.2,11.3,10
8/26/2009 17:00,,8.7,,7.1,8.1,11.5,9.2
8/26/2009 18:00,,8.3,,7.7,10.7,12,10.9
8/26/2009 19:00,,6.3,,9.2,10.1,13.7,11.9
8/26/2009 20:00,,8.4,,12.5,10.2,14.6,11.5
8/26/2009 21:00,,-1.1,,11.3,10.5,14.9,10.2
8/26/2009 22:00,,6.6,,10.7,9.7,15.9,10.7
8/26/2009 23:00,,11.1,,12.9,11.4,15.4,11.7
8/27/2009 0:00,,17.3,,11.1,10.9,14.1,11.4
8/27/2009 1:00,,18.1,,10.5,11.2,14.1,11.2
8/27/2009 2:00,,14,,11.7,12.2,14.1,11
8/27/2009 3:00,,12.7,,10.1,11.6,11.9,10.6
8/27/2009 4:00,,15.3,,11.5,11.9,13.6,10.9
8/27/2009 5:00,,14.7,,10.1,12.6,13.5,12.2
8/27/2009 6:00,,10.7,,11.2,13.5,14.7,12.6
8/27/2009 7:00,,9.3,,12.6,14.4,16,12.5
8/27/2009 8:00,,9.5,,11,15.3,17.5,12.4
8/27/2009 9:00,,13.9,,10.5,10.5,15.4,12.2
8/27/2009 10:00,,16.7,,9.4,9.2,13.5,11.2
8/27/2009 11:00,,16.4,,13.9,10.1,13,13.6
8/27/2009 12:00,,11.4,,14,10.4,14.6,13.4
8/27/2009 13:00,,-0.4,,18.5,11.8,13.4,13.2
8/27/2009 14:00,,6.2,,11.5,10.5,13.2,14.8
8/27/2009 15:00,,2.8,,13.2,2.3,15.2,11.6
8/27/2009 16:00,,3.8,,0.9,3.8,10.9,10.5
8/27/2009 17:00,,15.3,,5.7,6.8,10.6,10.2
8/27/2009 18:00,,11.7,,22.9,6.5,11.8,13.8
8/27/2009 19:00,,10.8,,11.2,7.4,14.1,16.2
8/27/2009 20:00,,7.1,,11.1,9.2,16.1,14.8
8/27/2009 21:00,,15.7,,11.2,12.8,15.6,14
8/27/2009 22:00,,15,,11.5,11.4,15.9,11.4
8/27/2009 23:00,,12.7,,8.8,8.4,16.6,9.7
8/28/2009 0:00,,14.2,,11.4,11.1,17.1,9.8
8/28/2009 1:00,,3.4,,11.6,10.5,13.2,8.9
8/28/2009 2:00,,4.1,,11.8,11.4,12.5,10
8/28/2009 3:00,,18,,11.6,11.5,13.3,10.6
8/28/2009 4:00,,18,,11,12.5,13.1,10.8
8/28/2009 5:00,,11.8,,9.2,11.3,13.6,11.9
8/28/2009 6:00,,14.2,,10.2,11.3,14.8,12.3
8/28/2009 7:00,,9.9,,12.1,14.9,18.7,12
8/28/2009 8:00,,4.1,,13.5,16,17.6,12.3
8/28/2009 9:00,,9.5,,12.6,12.6,14.6,13.7
8/28/2009 10:00,,13.8,,13.8,11.5,12.9,13.3
8/28/2009 11:00,,14.5,,12.8,10.8,13.1,13.4
8/28/2009 12:00,,19,,10.3,11,16.1,13.4
8/28/2009 13:00,,12.2,,5.4,11.1,15.8,11.2
8/28/2009 14:00,,17.4,,3.5,5.4,14.2,9.9
8/28/2009 15:00,,3.1,,14.7,6.7,12.2,9
8/28/2009 16:00,,7.5,,6.7,7.6,14.9,9.6
8/28/2009 17:00,,5.3,,9.2,9.7,16.1,11.2
8/28/2009 18:00,,15.9,,6.4,10.3,16.1,11
8/28/2009 19:00,,11,,8.2,13.1,18.5,12.4
8/28/2009 20:00,,11.9,,9.6,12.5,17,14.1
8/28/2009 21:00,,12.2,,9.7,12.9,19.7,12.2
8/28/2009 22:00,,10.9,,8.9,16.5,19.3,11
8/28/2009 23:00,,13.2,,12.5,13.1,18.4,10
8/29/2009 0:00,,18.1,,10.7,8.1,16.5,10.7
8/29/2009 1:00,,4.8,,7.8,9.2,16.8,9.9
8/29/2009 2:00,,9.2,,9.3,14.2,14.9,9.6
8/29/2009 3:00,,9,,11.1,11.9,13.8,8.5
8/29/2009 4:00,,6.6,,11.6,13.1,11.9,10.5
8/29/2009 5:00,,8.3,,13.2,8.1,13.8,11.3
8/29/2009 6:00,,13.3,,9.1,8.2,15.4,11.9
8/29/2009 7:00,,10.1,,10.5,10.8,12.9,11.7
8/29/2009 8:00,,11.1,,11.5,10.9,12.9,12.7
8/29/2009 9:00,,13.4,,8.8,6.3,12.1,10.9
8/29/2009 10:00,,10.5,,12.7,6.7,13.3,11.7
8/29/2009 11:00,,14.4,,13.7,11,11.5,12.2
8/29/2009 12:00,,7.1,,8.2,9.3,13.2,14.1
8/29/2009 13:00,,18.9,,7.1,1.9,13.4,13.6
8/29/2009 14:00,,14,,5.9,5.5,12.9,13.7
8/29/2009 15:00,,16.1,,10.3,4.8,14.8,13.1
8/29/2009 16:00,,8.8,,11.2,12.2,12.5,13.4
8/29/2009 17:00,,6.5,,7.1,11.6,13.1,13.1
8/29/2009 18:00,,10.5,,8,10.6,16,13.7
8/29/2009 19:00,,16.5,,13.6,10.9,17.7,16.8
8/29/2009 20:00,,10.8,,16.8,13.4,18.8,14.3
8/29/2009 21:00,,11.9,,11.1,17.2,21.3,11.6
8/29/2009 22:00,,9.4,,11.2,14.9,20.2,11.5
8/29/2009 23:00,,10.6,,12.8,11.3,15.8,11.7
8/30/2009 0:00,,12,,15.6,13.8,13.8,11
8/30/2009 1:00,,-0.1,,13,14.4,15.9,11.4
8/30/2009 2:00,,5.9,,12.8,10.6,15.9,12.6
8/30/2009 3:00,,4.4,,13.6,12.7,14.8,11.3
8/30/2009 4:00,,1.9,,18.4,10.7,13.7,11.7
8/30/2009 5:00,,10.1,,14.3,12.4,13.6,11.8
8/30/2009 6:00,,7,,18.1,12.1,13.6,11
8/30/2009 7:00,,-2.1,,19.5,10.4,14.1,10.9
8/30/2009 8:00,,6,,0.8,12.8,13.3,11.8
8/30/2009 9:00,,-0.3,,10.3,13.7,12.6,14.3
8/30/2009 10:00,,13.8,,15.8,11.5,10.5,13.5
8/30/2009 11:00,,18.6,,11.1,8.7,12.1,14.2
8/30/2009 12:00,,10.3,,19.1,13.8,14.6,19.8
8/30/2009 13:00,,15.4,,18.5,20.3,12.2,31.1
8/30/2009 14:00,,18.7,,22.1,23.3,14.3,33.1
8/30/2009 15:00,,21.6,,24.8,25.6,16.8,36
8/30/2009 16:00,,26.2,,24.3,19.9,28.7,33.9
8/30/2009 17:00,,18.9,,21.7,18.7,34.1,30
8/30/2009 18:00,,17.4,,21.9,27.9,34.7,35.1
8/30/2009 19:00,,22.5,,26.9,33.5,31.1,37.7
8/30/2009 20:00,,28.9,,28.8,31,29,29.6
8/30/2009 21:00,,24.5,,23.7,23.4,29.8,42.4
8/30/2009 22:00,,29.2,,19.4,20.9,22.8,35.5
8/30/2009 23:00,,22.7,,22,22.6,12.1,19.4
8/31/2009 0:00,,11.8,,27.8,22.1,13.2,18.5
8/31/2009 1:00,,16.3,,27.5,23,14.3,19.2
8/31/2009 2:00,,18.5,,21.1,20.9,18.3,22.7
8/31/2009 3:00,,27.5,,14.3,18.4,15.4,23.2
8/31/2009 4:00,,22.4,,17.1,18.6,17.1,22.9
8/31/2009 5:00,,20.1,,18.1,18.2,17.9,21.7
8/31/2009 6:00,,16.4,,17.9,19.3,18,21.8
8/31/2009 7:00,,24.8,,20.6,20.4,21.2,21.2
8/31/2009 8:00,,22.5,,11.7,22.6,22.9,18.9
8/31/2009 9:00,,14.4,,22.7,28.6,19.7,18.8
8/31/2009 10:00,,21.3,,39,47.1,14.2,18.3
8/31/2009 11:00,,17.4,,44.1,51.8,15.3,17.2
8/31/2009 12:00,,9.1,,39.2,55.8,13.5,17.2
8/31/2009 13:00,,8.7,,37.3,45.2,12.8,14.7
8/31/2009 14:00,,7.4,,31.9,40.1,10.7,12.7
8/31/2009 15:00,,10.2,,32.2,31,8.2,11.7
8/31/2009 16:00,,1.1,,22.7,21.6,8.3,11.2
8/31/2009 17:00,,9.3,,19.2,23.4,8.2,11.5
8/31/2009 18:00,,5.5,,16.7,17.6,8.3,11.4
8/31/2009 19:00,,11.6,,18.6,16.4,10.9,11.3
8/31/2009 20:00,,22.2,,31.1,23.3,11.9,13.8
8/31/2009 21:00,,23.5,,25.7,23.7,10.7,13
8/31/2009 22:00,,20.7,,20.1,18.3,12.6,13.5
8/31/2009 23:00,,18.5,,19.7,18.8,15.2,15.9
9/1/2009 0:00,,18.6,,14.5,27.9,12.8,18.2
9/1/2009 1:00,,19.2,,17.9,22.8,9.1,16.7
9/1/2009 2:00,,8,,18.5,19.5,9.1,17.4
9/1/2009 3:00,,19,,16.5,22.8,8.7,15.3
9/1/2009 4:00,,19.5,,22.5,24.1,12.3,15.9
9/1/2009 5:00,,18.5,,21.7,25.5,14.8,13.3
9/1/2009 6:00,,23.5,,25.4,25.7,14.5,13.6
9/1/2009 7:00,,22.7,,24.8,28.9,12,15.7
9/1/2009 8:00,,17,,29,28.2,16.3,15.5
9/1/2009 9:00,,23,,27,28.1,17.8,17.1
9/1/2009 10:00,,29.9,,29.5,24.9,27,13.9
9/1/2009 11:00,,28.9,,29.1,21.2,23.2,13.1
9/1/2009 12:00,,18.1,,20.5,18.2,21.5,14.4
9/1/2009 13:00,,11.7,,11.2,7.7,17.6,14.1
9/1/2009 14:00,,3.5,,16.5,10.4,19.6,14
9/1/2009 15:00,,11.4,,5.1,6.5,17.5,11.5
9/1/2009 16:00,,13.4,,10.9,1.9,13.7,14.2
9/1/2009 17:00,,15.2,,2,6.2,11.3,13.4
9/1/2009 18:00,,14.4,,0.5,9.9,12.3,13.4
9/1/2009 19:00,,15.6,,8.4,13,16.3,13.7
9/1/2009 20:00,,5.8,,10.5,11.1,15.7,14.1
9/1/2009 21:00,,13.5,,15.8,12.6,14.6,14.3
9/1/2009 22:00,,13.9,,13.6,13.8,13.6,12
9/1/2009 23:00,,13.8,,7.4,13.1,12.3,12.7
9/2/2009 0:00,,7.5,,15.5,15.6,12.5,19.8
9/2/2009 1:00,,15.2,,16.4,12.4,13.4,15.4
9/2/2009 2:00,,16.4,,16.1,14.4,11.7,17.6
9/2/2009 3:00,,17,,13.2,17.2,15.5,20.5
9/2/2009 4:00,,12.2,,13.2,15.3,11.5,21.4
9/2/2009 5:00,,17.9,,15.5,14.9,12.9,23.2
9/2/2009 6:00,,11.1,,17,17.1,15.4,23
9/2/2009 7:00,,9.7,,21.1,20,18.4,21.1
9/2/2009 8:00,,15,,24.9,20.4,16.6,18.8
9/2/2009 9:00,,16.9,,20.5,18.5,16.2,24.4
9/2/2009 10:00,,27,,22.3,28.1,14.2,22.1
9/2/2009 11:00,,23.4,,31.2,27.8,15.9,21.9
9/2/2009 12:00,,26.6,,22,22.1,18.4,21.8
9/2/2009 13:00,,19.8,,18.2,26.7,17.5,21.8
9/2/2009 14:00,,15.1,,28,24.8,18.9,23.5
9/2/2009 15:00,,22,,18.4,25.9,20.6,23.9
9/2/2009 16:00,,20.3,,21,24.8,20.6,22.9
9/2/2009 17:00,,18.7,,32.9,25.4,20.9,22.2
9/2/2009 18:00,,16.7,,33.8,22.6,18,22.7
9/2/2009 19:00,,20.4,,29.5,22.4,22.4,25.1
9/2/2009 20:00,,25.8,,22.9,24.1,21.9,24.7
9/2/2009 21:00,,19.8,,28.1,28,20.9,23.3
9/2/2009 22:00,,14.6,,29.1,27.7,18.4,23.5
9/2/2009 23:00,,20.5,,27.2,26.3,19.6,23.7
9/3/2009 0:00,,22.1,,27.6,25,19.2,22.8
9/3/2009 1:00,,15.1,,25.4,25.2,20.2,23.2
9/3/2009 2:00,,13.8,,22.9,24.3,18.6,21.7
9/3/2009 3:00,,22.7,,23.9,22.3,19.4,22.3
9/3/2009 4:00,,19.1,,24.1,23.8,17.8,23.9
9/3/2009 5:00,,30.3,,25.7,26.1,18.2,24.7
9/3/2009 6:00,,34.3,,24.6,25.2,19.1,24.4
9/3/2009 7:00,,31.4,,26.7,25.6,20.7,25.5
9/3/2009 8:00,,35,,21.7,25.5,20.4,24
9/3/2009 9:00,,26.1,,21.8,28.4,21,23
9/3/2009 10:00,,26.8,,25.9,23.1,19.8,22.4
9/3/2009 11:00,,20.5,,33.5,19.8,11.4,23
9/3/2009 12:00,,29.6,,28.6,21.5,,22.9
9/3/2009 13:00,,21.3,,20.1,19.8,12,24.3
9/3/2009 14:00,,15.2,,16,21.5,21.7,24.7
9/3/2009 15:00,,15.2,,24.8,19.4,19.9,24.2
9/3/2009 16:00,,10.5,,29,19,19.2,23.2
9/3/2009 17:00,,14.6,,24.5,24.4,18.9,25.7
9/3/2009 18:00,,17.4,,29.7,25.2,17.9,22
9/3/2009 19:00,,24.8,,20.6,25.7,20.3,20.4
9/3/2009 20:00,,14.9,,24.3,21.9,21.5,17.7
9/3/2009 21:00,,15.5,,22.3,20.6,22.8,16.9
9/3/2009 22:00,,12,,16.4,15.1,26.8,14.8
9/3/2009 23:00,,19.1,,13.4,12.2,22.5,15.5
9/4/2009 0:00,,22.8,,14.3,14.9,20.7,15.5
9/4/2009 1:00,,13.8,,16.7,14.2,20.9,16.1
9/4/2009 2:00,,21.8,,17.5,13.3,20.7,16.5
9/4/2009 3:00,,15.3,,17.6,14.2,19.7,16.6
9/4/2009 4:00,,14.6,,17.4,14.6,21.6,16.7
9/4/2009 5:00,,20.7,,19.7,14.3,21.5,16.9
9/4/2009 6:00,,17.8,,17.2,15.4,21.8,17.8
9/4/2009 7:00,,19.5,,20.7,18.6,24.3,21.3
9/4/2009 8:00,,16,,21.9,18.1,21.1,21.2
9/4/2009 9:00,,12,,17,21.2,19.2,18.1
9/4/2009 10:00,,22.2,,14.1,16.5,18.9,18.5
9/4/2009 11:00,,16.1,,15.9,14.6,20.2,17.9
9/4/2009 12:00,,19.1,,14.7,16.8,20.7,17.6
9/4/2009 13:00,,25.3,,21.1,15.4,20,20.7
9/4/2009 14:00,,17.6,,20.6,18.6,19.2,18.4
9/4/2009 15:00,,11.9,,8,14.6,19.1,18.1
9/4/2009 16:00,,5.5,,5.6,13.3,17.9,17.9
9/4/2009 17:00,,4.9,,-0.2,7.9,16.3,19.3
9/4/2009 18:00,,7.1,,15.7,11.6,15.9,18.7
9/4/2009 19:00,,14.6,,6.6,11.7,19.2,16.4
9/4/2009 20:00,,12.3,,6.5,11.5,20.2,18.2
9/4/2009 21:00,,20.9,,16.2,12.8,23,16.8
9/4/2009 22:00,,12.6,,15.5,16.5,23.6,17.9
9/4/2009 23:00,,18.3,,14.2,15.3,17.3,17.6
9/5/2009 0:00,,7.9,,7.4,12.3,17.2,16.8
9/5/2009 1:00,,14.8,,13,12.2,16.3,16.1
