,BR,HW,L4,LN,NP,O2,T3
,MC,MC,MC,MC,MC,MC,MC
Date,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3
7/31/2009 21:00,,8.5,19.2,10.1,11.4,8.2,13.6
7/31/2009 22:00,,1.3,25.6,12.1,15.5,10.9,13.3
7/31/2009 23:00,,9.5,18.8,10.3,17.5,13.4,13.4
8/1/2009 0:00,,7,11.4,10.7,10.4,14.7,11.9
8/1/2009 1:00,,4.2,9.6,14.6,12.2,14.1,12
8/1/2009 2:00,,1.3,8.6,11.4,11,12,12.1
8/1/2009 3:00,,8.4,11.5,12.5,15.1,12.3,11.2
8/1/2009 4:00,,9.3,12.4,7.2,18.4,12.7,11.1
8/1/2009 5:00,,15,13.9,9.8,13.5,17.1,11.7
8/1/2009 6:00,,8.5,17.5,13.4,10.7,15.1,12.8
8/1/2009 7:00,,5.5,31.8,6.2,12.9,17.8,12.4
8/1/2009 8:00,,7.7,33.7,7.4,17.6,21.5,9.8
8/1/2009 9:00,,11.9,16.6,16.5,17,20.8,14.6
8/1/2009 10:00,,8.1,15.9,13.9,15.1,23.6,13.7
8/1/2009 11:00,,12.5,15.9,13.3,9.6,19,7.2
8/1/2009 12:00,,3,19.7,14.2,11.3,13.3,14.9
8/1/2009 13:00,,7.5,7.7,-4.7,19.8,9.3,11.3
8/1/2009 14:00,,2.6,19.9,3.4,15.1,10.9,12.2
8/1/2009 15:00,,2.3,16.7,20.5,1.4,12.3,13.8
8/1/2009 16:00,,4.5,14.5,20.1,11,12.6,11.4
8/1/2009 17:00,,12.3,7.8,17.3,14.1,11,10.4
8/1/2009 18:00,,9.1,11.4,11.6,11.2,13.2,17.2
8/1/2009 19:00,,1.1,17.9,8.9,7.6,12.3,11.8
8/1/2009 20:00,,10.6,18.9,6.5,12.5,13.9,12.1
8/1/2009 21:00,,3.6,18.2,12.5,12.8,17.2,10.9
8/1/2009 22:00,,2.1,13,22.3,15.4,19.4,12
8/1/2009 23:00,,10.4,16.1,16.7,16.8,22.4,11.7
8/2/2009 0:00,,2,16.2,13,12.6,29.8,10.7
8/2/2009 1:00,,2.7,21.2,11.7,8.8,30.3,11.7
8/2/2009 2:00,,-0.1,27.6,12.9,12,16.4,12.5
8/2/2009 3:00,,7.4,24.8,11.1,12.5,15.9,11.6
8/2/2009 4:00,,8.1,17.9,10.8,12.1,12.3,12.1
8/2/2009 5:00,,3.3,20,9.9,13,11.4,11.4
8/2/2009 6:00,,9,16,11.6,11.8,14.2,11.4
8/2/2009 7:00,,9.5,12.8,6.6,10.3,19.8,11.8
8/2/2009 8:00,,4,17.5,14,6.8,12.8,6.4
8/2/2009 9:00,,3.9,16.2,12.2,7.7,9,10.9
8/2/2009 10:00,,7.6,15,12,11.5,7.8,18.8
8/2/2009 11:00,,7.7,18.8,12.2,6.2,15.2,13.5
8/2/2009 12:00,,9.4,20.7,38.3,14.5,12.5,13.5
8/2/2009 13:00,,6.1,10.9,12.2,8.7,6.7,31.9
8/2/2009 14:00,,2.7,1.4,14.1,4,10.1,19.6
8/2/2009 15:00,,6.4,30.2,16.7,7.6,7.8,13.1
8/2/2009 16:00,,9.6,11.5,8,5.3,7.8,8
8/2/2009 17:00,,10.2,12.3,-0.1,3.5,6,10.5
8/2/2009 18:00,,5.7,9.1,12.2,11.2,7.8,15.1
8/2/2009 19:00,,7.6,21.1,-1.4,2.6,9.2,19.3
8/2/2009 20:00,,8.2,14.8,2.7,9.8,15,13.7
8/2/2009 21:00,,6.2,17.9,10.1,9.3,17.4,14.6
8/2/2009 22:00,,12.4,14.4,6.9,5.7,16.7,13.2
8/2/2009 23:00,,16.9,18.4,8.3,6.5,14,11.2
8/3/2009 0:00,,11.1,12.1,10.7,11,13.4,9.7
8/3/2009 1:00,,6.3,9.5,10.6,11.7,12.5,14
8/3/2009 2:00,,7.2,8.1,5.6,11.3,13.5,11.4
8/3/2009 3:00,,1.6,20.8,0.6,5.8,10,8.2
8/3/2009 4:00,,6.7,10.3,6.4,7.1,10.6,8.7
8/3/2009 5:00,,2.4,10.3,12.8,9,12.9,9.7
8/3/2009 6:00,,3.2,27.9,11.4,7.9,13.5,9.5
8/3/2009 7:00,,7.2,23.8,18.5,4,13.9,6.5
8/3/2009 8:00,,6.6,11.1,19.1,9.4,22.4,10.4
8/3/2009 9:00,,12.1,13.8,16,13.4,15.2,12.6
8/3/2009 10:00,,9.7,18,7.1,12.8,10.5,12.6
8/3/2009 11:00,,4,17.7,9.6,4.1,6.5,14
8/3/2009 12:00,,3.2,16.3,3.8,3.2,5.2,13.3
8/3/2009 13:00,,1.7,12.5,10.3,6.9,10.4,10.4
8/3/2009 14:00,,6.1,31.8,18,0.1,9.1,10.6
8/3/2009 15:00,,0.9,33.8,15.5,3.8,8.3,7.8
8/3/2009 16:00,,7,11.4,10.7,7.6,10.5,15.8
8/3/2009 17:00,,15.2,3.8,6.8,7.5,5.6,10.7
8/3/2009 18:00,,-1.6,12.1,10.4,7,5.1,8.1
8/3/2009 19:00,,0.2,14.5,10.8,7.8,9.6,8.5
8/3/2009 20:00,,7.1,28.6,3.4,10,11.9,14.7
8/3/2009 21:00,,11.9,19.5,5.1,9.5,11.7,8.4
8/3/2009 22:00,,3.1,15.6,7.1,13.9,17.6,7.4
8/3/2009 23:00,,-0.4,10.1,11.9,10.7,16,6.3
8/4/2009 0:00,,2.7,11.8,4,13.1,14.7,7.1
8/4/2009 1:00,,0.2,13.5,9.6,11.3,13.1,6.9
8/4/2009 2:00,,4.7,19.9,7.7,6.9,10.4,12.1
8/4/2009 3:00,,2.1,12.3,3.4,5.5,11.5,9.6
8/4/2009 4:00,,10.5,11.7,7.9,9,12.7,6.4
8/4/2009 5:00,,8.4,7.4,9.9,8.4,13.1,8.3
8/4/2009 6:00,,10.4,16.5,12.5,8.1,16.4,5.1
8/4/2009 7:00,,13.8,18.6,9,16.8,12.7,4.5
8/4/2009 8:00,,10.3,8.3,24.6,19.7,15.1,3.7
8/4/2009 9:00,,8.7,7,-3.2,14.6,19.6,3.2
8/4/2009 10:00,,5.9,9.5,1.5,7.5,15.2,1.3
8/4/2009 11:00,,7,3.2,2.1,5,18.3,1.9
8/4/2009 12:00,,4.6,0.8,,-2.2,6.9,2.7
8/4/2009 13:00,,2.6,3.2,-3.1,0.4,4.3,13.7
8/4/2009 14:00,,5.5,,9.1,6.4,6.2,11.6
8/4/2009 15:00,,9.9,-3.2,3,3.4,4.7,7
8/4/2009 16:00,,-1.6,3.4,3.8,-2,-1.1,3.8
8/4/2009 17:00,,-2.1,0.7,2.2,6.5,3.5,7.2
8/4/2009 18:00,,8.8,,7.8,6.9,8,8.6
8/4/2009 19:00,,6,13,8.4,3.7,9.1,9.3
8/4/2009 20:00,,5.2,13.1,5.1,5.1,2.7,11.2
8/4/2009 21:00,,14.9,14,7,10.8,11.9,9
8/4/2009 22:00,,7,0.7,12.3,6.5,14.7,8
8/4/2009 23:00,,9.1,,12.6,7.2,13.7,6.8
8/5/2009 0:00,,4.7,14,16.8,10.1,12.1,5.9
8/5/2009 1:00,,18.7,14.6,4.2,9.4,14.8,7.2
8/5/2009 2:00,,20.8,9.2,7.6,8.5,8.7,8.5
8/5/2009 3:00,,15.9,26.9,10.7,8.5,10.8,7.6
8/5/2009 4:00,,12.1,12.2,4.2,10.6,10.9,7.9
8/5/2009 5:00,,6.2,14,7.5,11.3,10.1,9.2
8/5/2009 6:00,,10.3,8.5,7.1,11.9,11.8,9.3
8/5/2009 7:00,,5,18.4,11.3,16.2,13.6,8.9
8/5/2009 8:00,,7.4,11.9,12.4,15,11.9,9
8/5/2009 9:00,,19.7,15.9,15.1,,11.6,12.4
8/5/2009 10:00,,11.1,12.7,16.1,,10.3,13.2
8/5/2009 11:00,,4.6,9.4,8.6,6.3,8.9,15.5
8/5/2009 12:00,,-1.5,11,6.8,5.2,6.9,16.1
8/5/2009 13:00,,-0.1,15.7,7.9,5.6,5.2,16.8
8/5/2009 14:00,,4.6,7.7,10.1,6.7,8.4,9
8/5/2009 15:00,,6.5,7.3,12,5.4,5,8.5
8/5/2009 16:00,,6.5,10.6,13.3,6,6,7.9
8/5/2009 17:00,,7.8,9.7,13.1,10.4,9.4,7.8
8/5/2009 18:00,,10.1,8.3,8.4,10.1,28.9,19.1
8/5/2009 19:00,,6.4,14.9,12.6,6.5,18,20
8/5/2009 20:00,,8.3,22,13.8,6.8,12,15.6
8/5/2009 21:00,,8,13.1,16.7,9.5,6.4,14.2
8/5/2009 22:00,,,8.2,4.7,7.9,9.7,10.6
8/5/2009 23:00,,-2.2,20.9,19,8.6,10.9,10
8/6/2009 0:00,,6.6,9.6,19.6,8.2,7.2,7.8
8/6/2009 1:00,,11.4,7,15.8,7.3,10.3,10.4
8/6/2009 2:00,,7,25.1,6.7,8,13,11
8/6/2009 3:00,,4.5,29,4.7,8.8,12.4,10.6
8/6/2009 4:00,,4.4,25.4,7.5,5.9,9.5,11.6
8/6/2009 5:00,,2.6,18.3,12.8,11.6,10.9,13.7
8/6/2009 6:00,,4.8,8.5,17.2,10.9,13.9,15
8/6/2009 7:00,,7.5,9.3,16.4,11.2,13,15.2
8/6/2009 8:00,,4.5,10.9,6.4,15.9,10.3,10.5
8/6/2009 9:00,,3.9,15.7,,16.1,9.4,17.8
8/6/2009 10:00,,7,-3.5,-2.1,6.8,11.2,
8/6/2009 11:00,,8.1,-3,5.5,7.5,10,
8/6/2009 12:00,,-2.8,15.9,4.1,8.2,8.5,
8/6/2009 13:00,,10.9,7,-2.6,7,8.6,35.3
8/6/2009 14:00,,5.2,1.6,3.8,6.7,18.6,38.1
8/6/2009 15:00,,42.6,27.9,54.5,12.7,41.4,33.2
8/6/2009 16:00,,39,48,108.6,56,44.3,48
8/6/2009 17:00,,31.5,33.5,93.6,56.5,50.1,101.8
8/6/2009 18:00,,46.5,45.2,89.7,61.5,95,78.8
8/6/2009 19:00,,51.4,79.1,86.7,74.6,92.4,98.7
8/6/2009 20:00,,65.8,45.4,90,80.8,77.4,101.9
8/6/2009 21:00,,36.8,21.4,115.3,96.7,40.3,80
8/6/2009 22:00,,65.2,10.9,64,62.5,16.8,63.7
8/6/2009 23:00,,31.5,11.7,53.7,36.7,21.4,28.5
8/7/2009 0:00,,39.1,9,77.8,49.7,21.7,28.2
8/7/2009 1:00,,35.4,11.9,74.8,57.3,21.1,20.4
8/7/2009 2:00,,23.1,15.2,66.3,41.5,16.3,18.1
8/7/2009 3:00,,27.6,16.4,54.3,30.2,16.9,15.2
8/7/2009 4:00,,36.3,13.2,37.5,27.1,15.7,18.5
8/7/2009 5:00,,28.6,14.1,32.3,28.6,16.9,13.8
8/7/2009 6:00,,27,12.1,32,33.7,17,11.6
8/7/2009 7:00,,23.1,14.1,34.4,39.7,15.6,11.7
8/7/2009 8:00,,18.1,13.3,42.5,33.9,18,11.1
8/7/2009 9:00,,12.7,16.5,37.9,28,15.6,14.2
8/7/2009 10:00,,4.2,11.6,40.4,26.4,14.5,11.7
8/7/2009 11:00,,7.4,14,34.6,26.9,8.2,10.2
8/7/2009 12:00,,16.2,25.1,18.1,20.1,10,8.9
8/7/2009 13:00,,4.4,9.1,23.6,15,9.3,10.2
8/7/2009 14:00,,11.8,13.5,3,14.5,10.2,11.1
8/7/2009 15:00,,9.6,19.5,16.3,13.6,14,12.2
8/7/2009 16:00,,5.2,14,14.5,10.3,19.6,13.7
8/7/2009 17:00,,9.3,16.9,15.9,11.5,17,14
8/7/2009 18:00,,14.6,19.8,20.6,13.5,10.2,7.7
8/7/2009 19:00,,10.1,10.9,5.9,14.5,7.3,10.3
8/7/2009 20:00,,8.2,13.8,16.7,13,5.9,8.4
8/7/2009 21:00,,15,11.9,9.8,13.7,6.9,5.5
8/7/2009 22:00,,10.4,10.5,12.5,14.6,7.4,7
8/7/2009 23:00,,10.1,10.1,12.1,15,9.9,6.9
8/8/2009 0:00,,6.3,10.2,11,12.3,10.8,7.8
8/8/2009 1:00,,13.5,9.6,13.4,11.3,11.1,12.2
8/8/2009 2:00,,0.8,7.9,11.5,10.7,10.8,11.5
8/8/2009 3:00,,3.6,8.5,15.2,11,9.9,7.3
8/8/2009 4:00,,10.6,10.8,13.5,12.5,8.1,9.3
8/8/2009 5:00,,7.6,12,8.6,11.3,7.9,9.1
8/8/2009 6:00,,3.2,6.9,12.3,13.1,7.2,9.5
8/8/2009 7:00,,2.3,9.2,13.2,12.8,8,7.9
8/8/2009 8:00,,0.7,10.6,15.5,8.8,7,7.1
8/8/2009 9:00,,10.6,10.4,9.2,9.4,12.3,10.9
8/8/2009 10:00,,0.1,13.4,11.1,9,8.6,9.1
8/8/2009 11:00,,,14.1,10.4,9,6.7,7.8
8/8/2009 12:00,,-0.5,9,8.7,8.3,5.1,6.3
8/8/2009 13:00,,-2.6,11.7,11,11.2,8.7,5.2
8/8/2009 14:00,,7,13.2,1.1,11.6,6.7,5.8
8/8/2009 15:00,,1.6,9.8,5,8.3,8.5,6.9
8/8/2009 16:00,,4.5,1.6,11,10.5,15.8,9.2
8/8/2009 17:00,,6.9,5.2,13.7,10.1,11.5,8.7
8/8/2009 18:00,,7.5,7.6,7.2,7.1,8.2,9
8/8/2009 19:00,,7.6,5.9,15.4,7.3,9,7
8/8/2009 20:00,,0.1,15.4,16.1,7.4,14.3,15
8/8/2009 21:00,,-1.9,12.2,12.3,8.5,13.1,10.6
8/8/2009 22:00,,-0.2,13,6.9,10,11.9,8.4
8/8/2009 23:00,,5.1,11.7,8,11.7,10.9,7.2
8/9/2009 0:00,,7.3,12.3,6.8,11.6,11.2,6
8/9/2009 1:00,,6.8,10.6,12.4,8,13.6,7.8
8/9/2009 2:00,,1.3,7.8,11.6,6.9,10.9,7.5
8/9/2009 3:00,,4.7,9,5.3,5.4,9.5,7.6
8/9/2009 4:00,,11.7,9.9,7.7,7,9.1,6.4
8/9/2009 5:00,,4.9,9.6,9.5,7.4,9.9,7.3
8/9/2009 6:00,,5.7,10,9.7,8,9.1,6.8
8/9/2009 7:00,,6.7,10.2,9.9,6.5,14.3,6.9
8/9/2009 8:00,,12,9.4,8.1,6.9,21.7,4.9
8/9/2009 9:00,,1.9,9,0.4,8.3,12.3,6.8
8/9/2009 10:00,,5.3,11.3,7.2,8.9,9.6,5.3
8/9/2009 11:00,,5.4,14.4,2.6,8.8,9.6,7.8
8/9/2009 12:00,,7.1,12.5,8.3,9.6,11.3,10.5
8/9/2009 13:00,,1.6,3.7,5.5,5.4,8.2,9.5
8/9/2009 14:00,,6.8,8.9,2,7.7,7.6,7.1
8/9/2009 15:00,,4.6,8.1,2.2,7.3,7.7,9.4
8/9/2009 16:00,,5,3.6,2.9,4.8,9.3,6.9
8/9/2009 17:00,,5,9.7,10.4,6.9,7,8.8
8/9/2009 18:00,,11,-0.2,1.3,5.7,9.4,10.2
8/9/2009 19:00,,9.7,1.9,5.5,8.4,10.4,8.2
8/9/2009 20:00,,9.9,5.6,5.8,10.7,9.6,9.8
8/9/2009 21:00,,11.3,9.6,-0.3,11.7,13.5,10
8/9/2009 22:00,,-1,13.3,13.6,13.9,14,10.1
8/9/2009 23:00,,-0.3,1.8,9.1,13.4,11.7,9.5
8/10/2009 0:00,,4.8,12.2,8.9,8.5,9.9,9.3
8/10/2009 1:00,,3.5,7.5,5.3,9.8,10.3,9.2
8/10/2009 2:00,,9.8,9.8,13.2,11.5,10.4,8.8
8/10/2009 3:00,,5.9,6.3,8.5,10.7,8.1,9.2
8/10/2009 4:00,,5.7,10.8,7.9,9.2,10.1,9.3
8/10/2009 5:00,,5.2,11.6,5.2,9.7,11.2,10.9
8/10/2009 6:00,,9.6,7.5,11.6,12.8,11.6,9.3
8/10/2009 7:00,,12.7,13,12,13.9,13.9,11.8
8/10/2009 8:00,,5.2,11.3,15.8,16.3,15.6,11.9
8/10/2009 9:00,,5.2,11.5,9.8,17.8,15.3,9.5
8/10/2009 10:00,,15.4,13.1,16.9,14.7,11.1,12.6
8/10/2009 11:00,,17.7,14.5,,9.9,9.8,9.4
8/10/2009 12:00,,8.6,13.1,,8.8,10.5,9.7
8/10/2009 13:00,,12.4,10.4,1.6,9.7,12.5,9.8
8/10/2009 14:00,,3.3,8.1,9.5,9.9,13.2,11.8
8/10/2009 15:00,,7.8,12,8.5,7.8,14.5,13.5
8/10/2009 16:00,,5.9,10.2,10.1,7.8,11.6,9.4
8/10/2009 17:00,,7.3,8.5,9.6,9.9,11.9,7.7
8/10/2009 18:00,,12,7,10.2,7.5,10.7,11.5
8/10/2009 19:00,,5.3,9.7,10.7,8.4,11.6,11.8
8/10/2009 20:00,,6.6,3.9,13.2,13.2,11,13.7
8/10/2009 21:00,,6.7,7.2,17.2,12.9,14.7,11.3
8/10/2009 22:00,,7.4,12.6,16.1,11.1,14.5,10.9
8/10/2009 23:00,,8.7,8,15.3,9.3,13.7,11.2
8/11/2009 0:00,,11.2,12.6,13.3,10.1,13.9,10.2
8/11/2009 1:00,,-1.5,17.4,12.7,11.1,17.6,8.9
8/11/2009 2:00,,3.6,16.9,13.4,13.7,15,9.2
8/11/2009 3:00,,8.9,9.4,11.3,14.3,16.9,8.7
8/11/2009 4:00,,0.8,10.9,11.7,13.8,13.6,9.8
8/11/2009 5:00,,9,13.1,13.5,11.6,14.1,9.9
8/11/2009 6:00,,8.3,17,13.4,14.9,12.7,9.3
8/11/2009 7:00,,6.6,13.7,17.5,16,15.6,12.8
8/11/2009 8:00,,5.9,19.2,13.8,12.1,15.2,13.4
8/11/2009 9:00,,5.1,12.7,15.2,13.9,18.8,10.2
8/11/2009 10:00,,6.6,14.3,15.2,12.8,16,15.3
8/11/2009 11:00,,7.2,17.4,13.7,15.7,13.1,10.4
8/11/2009 12:00,,4.7,18.3,12.3,9.7,10.3,15.4
8/11/2009 13:00,,6.5,13.1,11.2,8.7,11.9,11.2
8/11/2009 14:00,,14.7,6.4,8.3,6.9,11.9,15.7
8/11/2009 15:00,,10.7,11.5,9.2,6.3,11.2,18.9
8/11/2009 16:00,,3.1,10.9,8.1,8.2,9,14
8/11/2009 17:00,,8.3,8.6,8.6,8.8,12.8,11.8
8/11/2009 18:00,,8.1,10.7,11.2,7.1,16.2,11.7
8/11/2009 19:00,,-1.9,11.5,8,12,15.8,13.8
8/11/2009 20:00,,3.3,18.1,5.2,9.5,14.5,14.8
8/11/2009 21:00,,8.4,17.8,11.2,8.4,16.6,10.2
8/11/2009 22:00,,4.7,16.1,11.6,9.6,16.8,7.8
8/11/2009 23:00,,1.9,17,13.6,7.9,14.4,9.2
8/12/2009 0:00,,7.1,15.4,10.1,11.1,15.1,6.4
8/12/2009 1:00,,11.8,17.7,13,10.5,16,7.1
8/12/2009 2:00,,13.2,13.9,10.1,13.5,14.1,7.2
8/12/2009 3:00,,10,16.9,7.1,11.8,10.9,7.5
8/12/2009 4:00,,-0.8,9.5,9.1,9.3,10.9,6.9
8/12/2009 5:00,,4.9,16.9,10,11.3,12.2,10.3
8/12/2009 6:00,,8,28,10.6,14.9,14.9,13.4
8/12/2009 7:00,,2.6,2.7,11.3,14.7,13.5,14.4
8/12/2009 8:00,,11,20,7.9,13.4,14.7,16
8/12/2009 9:00,,7,17.4,10.1,11.1,11.7,7.3
8/12/2009 10:00,,3.4,,12.9,11.2,10.1,6.5
8/12/2009 11:00,,7,,11.3,9.1,12.7,5.9
8/12/2009 12:00,,4.3,,10.4,5.7,12.1,4.9
8/12/2009 13:00,,4.2,,4.1,8.7,10.8,3
8/12/2009 14:00,,5.9,,8.3,6.3,11,11
8/12/2009 15:00,,9.6,,6.8,6.4,9.1,4.4
8/12/2009 16:00,,-2.1,,7.9,7.9,10.4,6
8/12/2009 17:00,,1.9,,6.1,6.5,5.8,7.4
8/12/2009 18:00,,2.2,,8.3,7.9,8.8,10.4
8/12/2009 19:00,,6.3,,11.1,10.4,13.5,10.2
8/12/2009 20:00,,4.8,,8.4,13.3,11.9,10.6
8/12/2009 21:00,,0.2,,7.7,11.9,14.7,15.5
8/12/2009 22:00,,1.1,,7.8,7.5,14.8,12.7
8/12/2009 23:00,,5.8,,7.8,9.4,16.1,9.5
8/13/2009 0:00,,8.1,,11.2,10,15.5,8.3
8/13/2009 1:00,,1.9,,11.5,10.9,17,8.1
8/13/2009 2:00,,11.6,,8,11.2,10.1,8
8/13/2009 3:00,,8.3,,6.8,12.1,10.6,9
8/13/2009 4:00,,9.4,,7,11.5,11.4,9.8
8/13/2009 5:00,,16,,10.1,11.8,11.1,8.7
8/13/2009 6:00,,10.5,,10.8,16.3,12.7,8.4
8/13/2009 7:00,,5,,11.8,11.4,15,8.2
8/13/2009 8:00,,11.4,,14.6,11.8,16.5,9.9
8/13/2009 9:00,,10.6,,14.9,16.8,13.6,10.5
8/13/2009 10:00,,12.8,,6.5,9.3,10.3,12.2
8/13/2009 11:00,,3.4,,6.5,5,7.4,7.9
8/13/2009 12:00,,5.5,,4.9,6.6,9.7,8.8
8/13/2009 13:00,,8.2,,5,7.6,13,4.6
8/13/2009 14:00,,9.5,,6.4,7.8,13.7,8.3
8/13/2009 15:00,,16.5,,5.3,5,8.8,7
8/13/2009 16:00,,6.4,,5.9,3.8,11.6,6.1
8/13/2009 17:00,,0.9,,8.7,9.1,9.9,5.2
8/13/2009 18:00,,-3.3,,8.6,11,11,7.3
8/13/2009 19:00,,3.5,,5.9,6.2,10.9,9.6
8/13/2009 20:00,,6,,5.5,6,7.4,8.7
8/13/2009 21:00,,4.4,,9,7.3,6.7,9.5
8/13/2009 22:00,,6.9,,7.3,8.9,7.5,9.7
8/13/2009 23:00,,7.4,,7.6,10.2,7.2,11.1
8/14/2009 0:00,,2,,6.3,8.4,5.8,4.3
8/14/2009 1:00,,0.1,,6.1,7.2,9.1,5.2
8/14/2009 2:00,,-1.4,,5.8,5.5,8.7,9
8/14/2009 3:00,,12.6,,9.9,7.8,7.8,8.3
8/14/2009 4:00,,12.2,,4.4,9.9,10.4,9.6
8/14/2009 5:00,,0.3,,6.6,5,12.5,11.8
8/14/2009 6:00,,-3.6,,7.7,7.2,11.1,11.2
8/14/2009 7:00,,15.6,,5.6,11.5,8.2,14.4
8/14/2009 8:00,,10.5,,6.3,9.5,9.8,14.4
8/14/2009 9:00,,9.6,,6.2,10.4,9.6,12.8
8/14/2009 10:00,,13.5,,6.8,10.2,12.8,15.6
8/14/2009 11:00,,12,,9.3,11.8,10.2,12.1
8/14/2009 12:00,,1.9,,10.7,10.2,9.1,16.4
8/14/2009 13:00,,16.3,,8.9,12.4,12.3,14
8/14/2009 14:00,,15.3,,14.5,21.7,11.4,9.1
8/14/2009 15:00,,13.8,,9.8,18.6,14.7,13.2
8/14/2009 16:00,,10.5,,8.3,7.2,12.4,18.2
8/14/2009 17:00,,24.7,,9.5,7.4,11.8,26.8
8/14/2009 18:00,,6,,14.6,10.2,7.9,13.4
8/14/2009 19:00,,1.1,,13.8,11.2,6.9,12.8
8/14/2009 20:00,,8.3,,12.4,15.4,14.4,13.7
8/14/2009 21:00,,8.1,,15.4,15.8,11.6,14.3
8/14/2009 22:00,,11.2,,10.9,12.7,9.8,15.2
8/14/2009 23:00,,5.3,,13,11.3,10.4,14.1
8/15/2009 0:00,,22.5,,15.3,12.5,10.9,13.3
8/15/2009 1:00,,27,,12.2,16.2,8.4,13.7
8/15/2009 2:00,,11.8,,12.9,15.1,7.7,13.1
8/15/2009 3:00,,5.8,,13.4,12.8,11.1,7.9
8/15/2009 4:00,,18.8,,11.8,11.7,14.8,10.8
8/15/2009 5:00,,16,,10.5,7.7,11.6,11.2
8/15/2009 6:00,,7.6,,8.6,5.7,8.3,12.5
8/15/2009 7:00,,6.8,,9,8.5,4.8,4.4
8/15/2009 8:00,,4.8,,8.9,7.4,4.2,8.4
8/15/2009 9:00,,5.5,,7.6,10.6,5,10.1
8/15/2009 10:00,,-0.5,,6,9.3,8.7,11.9
8/15/2009 11:00,,7.2,,7.1,7,8.1,12.9
8/15/2009 12:00,,5.2,,5.4,10.9,8.3,12.7
8/15/2009 13:00,,2.6,,6.9,5.6,6.7,12.4
8/15/2009 14:00,,7.2,,7.2,3.1,7,8.6
8/15/2009 15:00,,-1.3,,8,4.6,8.1,3.1
8/15/2009 16:00,,4.8,,8,8,6.5,6.6
8/15/2009 17:00,,2.7,,8.5,8.6,8.6,5.9
8/15/2009 18:00,,4.6,,8.1,9.2,5.9,5.8
8/15/2009 19:00,,6.5,,7.6,6,5.5,10
8/15/2009 20:00,,0.9,,4.7,11,8.1,7.2
8/15/2009 21:00,,,,8.7,11.4,9.5,7
8/15/2009 22:00,,5.4,,9.3,8.9,11.1,6.9
8/15/2009 23:00,,6.3,,7.7,9.8,15.8,8
8/16/2009 0:00,,2.4,,7.1,7.3,12.4,5.7
8/16/2009 1:00,,5.9,,6.2,6.7,9.3,6.3
8/16/2009 2:00,,5.8,,6.7,10.6,8.7,7
8/16/2009 3:00,,4.1,,6.8,8.7,10.9,5.7
8/16/2009 4:00,,10.9,,7.2,7.5,10.1,6.1
8/16/2009 5:00,,2.9,,7.8,8,9.1,6.6
8/16/2009 6:00,,10.7,,7.7,8.5,7,6.4
8/16/2009 7:00,,6.1,,9.2,9.3,8.2,9.1
8/16/2009 8:00,,8.9,,7.6,8.2,8.8,5.2
8/16/2009 9:00,,7.5,,4.2,8.2,6.8,7
8/16/2009 10:00,,14,,7.6,6.7,6,5
8/16/2009 11:00,,12.5,,21,8.5,6,6.7
8/16/2009 12:00,,5.8,,19.8,9.7,7.1,13
8/16/2009 13:00,,11.4,,7.9,7.1,7,5.3
8/16/2009 14:00,,8.8,,9.3,3.6,5.5,5.1
8/16/2009 15:00,,2.8,,7,6.4,3.7,6.1
8/16/2009 16:00,,14.4,,6.4,7.7,7.5,6.4
8/16/2009 17:00,,5.3,,8.9,6.6,6.2,7
8/16/2009 18:00,,1.4,,6.3,4.9,7.1,5.7
8/16/2009 19:00,,3.7,,4.7,6.3,6.4,8.5
8/16/2009 20:00,,-3.8,,4.7,8.1,7.2,9.4
8/16/2009 21:00,,3.8,,6.2,9,9.4,7.8
8/16/2009 22:00,,,,5.8,6.6,7.7,8.3
8/16/2009 23:00,,-0.6,,5.5,8.4,9.4,7
8/17/2009 0:00,,6.4,,5.4,6,8.7,7.5
8/17/2009 1:00,,6.5,,6.9,6.9,10.7,7.2
8/17/2009 2:00,,6.3,,6.5,6.8,8.5,7.8
8/17/2009 3:00,,4.6,,4.9,8.2,9.1,6.6
8/17/2009 4:00,,-1.3,,6.1,7.3,10.8,5.8
8/17/2009 5:00,,3.6,,6,6.5,10.2,6.8
8/17/2009 6:00,,9.3,,6.2,8.9,9.1,7.8
8/17/2009 7:00,,4.2,,6.4,12.2,13,8.7
8/17/2009 8:00,,3.7,,8,7,14.6,11.2
8/17/2009 9:00,,15.3,,6,3.3,10.4,12
8/17/2009 10:00,,7.2,,5.6,5.8,10.1,4.4
8/17/2009 11:00,,7.5,,11,4.7,11.3,6.4
8/17/2009 12:00,,8.5,,12.1,7,14.1,10.2
8/17/2009 13:00,,4.2,,8,8.9,11.4,11.2
8/17/2009 14:00,,-1.1,,7.3,5.1,11.7,7.5
8/17/2009 15:00,,3.6,,3.4,4.6,11.8,14
8/17/2009 16:00,,5.3,,3.4,6.3,13.1,12.2
8/17/2009 17:00,,4.4,,5.6,4.7,11.2,10.1
8/17/2009 18:00,,6.7,,7.9,6.4,17.6,5.4
8/17/2009 19:00,,0.7,,6.6,6.1,18.9,9.2
8/17/2009 20:00,,-1,,7.3,6.7,10.2,7.5
8/17/2009 21:00,,1.1,,6.9,10.1,8.6,7.6
8/17/2009 22:00,,-3.2,,10.1,17.1,10.7,7.9
8/17/2009 23:00,,3.7,,9.8,20.9,10.2,9.5
